commitmentdate,donorname_survey,projecttitle,recipientname,nsds,role,collaborators,csa,support_type,usd_costestimate,usd_commitment,isocode,recipientcode,regionid,regionname,iso3n,recipientname,source,db_ref,usd_disbursement
2018,International Monetary Fund - IMF,Cote D'Ivoire - Statistics Department: Technical Assistance Activities during FY 2019,C<f4>te d'Ivoire,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"108,133",108133,CIV,247,4,Sub-Saharan Africa,384,C<f4>te d'Ivoire,survey,imf_253_2019_C<f4>te d'Ivoire,108133
2018,International Monetary Fund - IMF,Curacao - Statistics Department: Technical Assistance Activities during FY 2019,Curacao,,Lead donor,NA,2.2; ,Technical assistance,"13,351",13351,CUW,NA,NA,NA,NA,Curacao,survey,imf_254_2019_Curacao,13351
2018,International Monetary Fund - IMF,Djibouti - Statistics Department: Technical Assistance Activities during FY 2019,Djibouti,,Lead donor,NA,2.6; 2.2; ,Technical assistance,"89,468",89468,DJI,274,4,Sub-Saharan Africa,262,Djibouti,survey,imf_255_2019_Djibouti,89468
2018,International Monetary Fund - IMF,Dominica - Statistics Department: Technical Assistance Activities during FY 2019,Dominica,,Lead donor,NA,2.6; ,Technical assistance,"19,550",19550,DMA,378,15,Caribbean,212,Dominica,survey,imf_256_2019_Dominica,19550
2018,International Monetary Fund - IMF,Dominican Republic - Statistics Department: Technical Assistance Activities during FY 2019,Dominican Republic,,Lead donor,NA,4.5; 2.5; 2.4.7; ,Technical assistance,"29,739",29739,DOM,340,15,Caribbean,214,Dominican Republic,survey,imf_257_2019_Dominican Republic,29739
2018,International Monetary Fund - IMF,Ecuador - Statistics Department: Technical Assistance Activities during FY 2019,Ecuador,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,Technical assistance,"76,989",76989,ECU,440,7,South America,218,Ecuador,survey,imf_258_2019_Ecuador,76989
2018,International Monetary Fund - IMF,"Egypt, Arab Republic Of - Statistics Department: Technical Assistance Activities during FY 2019",Egypt,,Lead donor,NA,2.2; 2.4.7; 2.7; ,Technical assistance,"56,368",56368,EGY,142,3,North of Sahara,818,Egypt,survey,imf_259_2019_Egypt,56368
2018,International Monetary Fund - IMF,El Salvador - Statistics Department: Technical Assistance Activities during FY 2019,El Salvador,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"153,043",153043,SLV,342,16,Central America,222,El Salvador,survey,imf_260_2019_El Salvador,153043
2018,International Monetary Fund - IMF,Equatorial Guinea - Statistics Department: Technical Assistance Activities during FY 2019,Equatorial Guinea,,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,Technical assistance,"168,208",168208,GNQ,245,4,Sub-Saharan Africa,226,Equatorial Guinea,survey,imf_261_2019_Equatorial Guinea,168208
2018,International Monetary Fund - IMF,Eritrea - Statistics Department: Technical Assistance Activities during FY 2019,Eritrea,,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"129,431",129431,ERI,271,4,Sub-Saharan Africa,232,Eritrea,survey,imf_262_2019_Eritrea,129431
2018,International Monetary Fund - IMF,Ethiopia - Statistics Department: Technical Assistance Activities during FY 2019,Ethiopia,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"313,092",313092,ETH,238,4,Sub-Saharan Africa,231,Ethiopia,survey,imf_263_2019_Ethiopia,313092
2018,International Monetary Fund - IMF,Fiji - Statistics Department: Technical Assistance Activities during FY 2019,Fiji,,Lead donor,NA,4.5; 2.5; 2.2; 2.4.7; ,Technical assistance,"62,541",62541,FJI,832,12,Oceania,242,Fiji,survey,imf_264_2019_Fiji,62541
2018,International Monetary Fund - IMF,Gabon - Statistics Department: Technical Assistance Activities during FY 2019,Gabon,,Lead donor,NA,2.6; 2.5; 2.2; ,Technical assistance,"89,502",89502,GAB,239,4,Sub-Saharan Africa,266,Gabon,survey,imf_265_2019_Gabon,89502
2018,International Monetary Fund - IMF,Gambia - Statistics Department: Technical Assistance Activities during FY 2019,Gambia,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,Technical assistance,"260,912",260912,GMB,240,4,Sub-Saharan Africa,270,Gambia,survey,imf_266_2019_Gambia,260912
2018,International Monetary Fund - IMF,Georgia - Statistics Department: Technical Assistance Activities during FY 2019,Georgia,,Lead donor,NA,2.6; 2.2; 2.7; ,Technical assistance,"68,130",68130,GEO,612,103,Eastern Europe,268,Georgia,survey,imf_267_2019_Georgia,68130
2018,International Monetary Fund - IMF,Ghana - Statistics Department: Technical Assistance Activities during FY 2019,Ghana,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"114,055",114055,GHA,241,4,Sub-Saharan Africa,288,Ghana,survey,imf_268_2019_Ghana,114055
2018,International Monetary Fund - IMF,Greece - Statistics Department: Technical Assistance Activities during FY 2019,Greece,,Lead donor,NA,2.5; 2.4.6; ,Technical assistance,"42,578",42578,GRC,40,103,Eastern Europe,300,Greece,survey,imf_269_2019_Greece,42578
2018,International Monetary Fund - IMF,Grenada - Statistics Department: Technical Assistance Activities during FY 2019,Grenada,,Lead donor,NA,2.6; 2.2; 2.4.7; ,Technical assistance,"30,811",30811,GRD,381,15,Caribbean,308,Grenada,survey,imf_270_2019_Grenada,30811
2018,International Monetary Fund - IMF,Guatemala - Statistics Department: Technical Assistance Activities during FY 2019,Guatemala,,Lead donor,NA,2.2; 2.4.7; 2.7; ,Technical assistance,"44,494",44494,GTM,347,16,Central America,320,Guatemala,survey,imf_271_2019_Guatemala,44494
2018,International Monetary Fund - IMF,Guinea - Statistics Department: Technical Assistance Activities during FY 2019,Guinea,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"136,043",136043,GIN,243,4,Sub-Saharan Africa,324,Guinea,survey,imf_272_2019_Guinea,136043
2018,International Monetary Fund - IMF,Guinea-Bissau - Statistics Department: Technical Assistance Activities during FY 2019,Guinea-Bissau,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"118,211",118211,GNB,244,4,Sub-Saharan Africa,624,Guinea-Bissau,survey,imf_273_2019_Guinea-Bissau,118211
2018,International Monetary Fund - IMF,Guyana - Statistics Department: Technical Assistance Activities during FY 2019,Guyana,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"80,558",80558,GUY,446,7,South America,328,Guyana,survey,imf_274_2019_Guyana,80558
2018,International Monetary Fund - IMF,Haiti - Statistics Department: Technical Assistance Activities during FY 2019,Haiti,,Lead donor,NA,2.2; 2.4.7; 2.7; ,Technical assistance,"51,572",51572,HTI,349,15,Caribbean,332,Haiti,survey,imf_275_2019_Haiti,51572
2018,International Monetary Fund - IMF,Honduras - Statistics Department: Technical Assistance Activities during FY 2019,Honduras,,Lead donor,NA,2.5; 2.2; 2.4.7; ,Technical assistance,"347,077",347077,HND,351,16,Central America,340,Honduras,survey,imf_276_2019_Honduras,347077
2018,International Monetary Fund - IMF,Indonesia - Statistics Department: Technical Assistance Activities during FY 2019,Indonesia,,Lead donor,NA,4.5; 2.5; 2.2; 2.7; ,Technical assistance,"157,107",157107,IDN,738,9,East Asia,360,Indonesia,survey,imf_277_2019_Indonesia,157107
2018,International Monetary Fund - IMF,Iraq - Statistics Department: Technical Assistance Activities during FY 2019,Iraq,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,Technical assistance,"125,728",125728,IRQ,543,11,Middle East,368,Iraq,survey,imf_278_2019_Iraq,125728
2018,International Monetary Fund - IMF,Jamaica - Statistics Department: Technical Assistance Activities during FY 2019,Jamaica,,Lead donor,NA,2.5; 2.4.6; ,Technical assistance,"67,040",67040,JAM,354,15,Caribbean,388,Jamaica,survey,imf_279_2019_Jamaica,67040
2018,International Monetary Fund - IMF,Jordan - Statistics Department: Technical Assistance Activities during FY 2019,Jordan,,Lead donor,NA,2.4.6; 2.2; ,Technical assistance,"120,690",120690,JOR,549,11,Middle East,400,Jordan,survey,imf_280_2019_Jordan,120690
2018,International Monetary Fund - IMF,"Kazakhstan, Republic Of - Statistics Department: Technical Assistance Activities during FY 2019",Kazakhstan,,Lead donor,NA,2.4.6; 2.2; ,Technical assistance,"40,870",40870,KAZ,613,17,Central Asia,398,Kazakhstan,survey,imf_281_2019_Kazakhstan,40870
2018,International Monetary Fund - IMF,Kenya - Statistics Department: Technical Assistance Activities during FY 2019,Kenya,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"238,983",238983,KEN,248,4,Sub-Saharan Africa,404,Kenya,survey,imf_282_2019_Kenya,238983
2018,International Monetary Fund - IMF,Kingdom of Eswatini - Statistics Department: Technical Assistance Activities during FY 2019,Swaziland,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"91,951",91951,SWZ,280,4,Sub-Saharan Africa,748,Swaziland,survey,imf_283_2019_Swaziland,91951
2018,International Monetary Fund - IMF,Kiribati - Statistics Department: Technical Assistance Activities during FY 2019,Kiribati,,Lead donor,NA,2.6; 2.2; ,Technical assistance,"51,194",51194,KIR,836,12,Oceania,296,Kiribati,survey,imf_284_2019_Kiribati,51194
2018,International Monetary Fund - IMF,Kosovo - Statistics Department: Technical Assistance Activities during FY 2019,NA,,Lead donor,NA,2.5; 2.4.6; ,Technical assistance,"60,358",60358,NA,NA,NA,NA,NA,NA,survey,imf_285_2019_NA,60358
2018,International Monetary Fund - IMF,Kuwait - Statistics Department: Technical Assistance Activities during FY 2019,Kuwait,,Lead donor,NA,2.5; 2.2; ,Technical assistance,"43,879",43879,KWT,552,11,Middle East,414,Kuwait,survey,imf_286_2019_Kuwait,43879
2018,International Monetary Fund - IMF,Kyrgyz Republic - Statistics Department: Technical Assistance Activities during FY 2019,Kyrgyzstan,,Lead donor,NA,2.2; ,Technical assistance,"36,704",36704,KGZ,614,17,Central Asia,417,Kyrgyzstan,survey,imf_287_2019_Kyrgyzstan,36704
2018,International Monetary Fund - IMF,Lao People's Democratic Republ - Statistics Department: Technical Assistance Activities during FY 2019,Lao People's Democratic Republic,,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,Technical assistance,"167,347",167347,LAO,745,18,South East Asia,418,Lao People's Democratic Republic,survey,imf_288_2019_Lao People's Democratic Republic,167347
2018,International Monetary Fund - IMF,Lebanon - Statistics Department: Technical Assistance Activities during FY 2019,Lebanon,,Lead donor,NA,2.6; 2.2; 2.7; ,Technical assistance,"74,219",74219,LBN,555,11,Middle East,422,Lebanon,survey,imf_289_2019_Lebanon,74219
2018,International Monetary Fund - IMF,Lesotho - Statistics Department: Technical Assistance Activities during FY 2019,Lesotho,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"217,947",217947,LSO,249,4,Sub-Saharan Africa,426,Lesotho,survey,imf_290_2019_Lesotho,217947
2018,International Monetary Fund - IMF,Liberia - Statistics Department: Technical Assistance Activities during FY 2019,Liberia,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"355,510",355510,LBR,251,4,Sub-Saharan Africa,430,Liberia,survey,imf_291_2019_Liberia,355510
2018,International Monetary Fund - IMF,Madagascar - Statistics Department: Technical Assistance Activities during FY 2019,Madagascar,,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,Technical assistance,"96,111",96111,MDG,252,4,Sub-Saharan Africa,450,Madagascar,survey,imf_292_2019_Madagascar,96111
2018,International Monetary Fund - IMF,Malawi - Statistics Department: Technical Assistance Activities during FY 2019,Malawi,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"215,890",215890,MWI,253,4,Sub-Saharan Africa,454,Malawi,survey,imf_293_2019_Malawi,215890
2018,International Monetary Fund - IMF,Malaysia - Statistics Department: Technical Assistance Activities during FY 2019,Malaysia,,Lead donor,NA,2.5; ,Technical assistance,"22,510",22510,MYS,751,18,South East Asia,458,Malaysia,survey,imf_294_2019_Malaysia,22510
2018,International Monetary Fund - IMF,Maldives - Statistics Department: Technical Assistance Activities during FY 2019,Maldives,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"137,497",137497,MDV,655,10,South Asia,462,Maldives,survey,imf_295_2019_Maldives,137497
2018,International Monetary Fund - IMF,Mali - Statistics Department: Technical Assistance Activities during FY 2019,Mali,,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,Technical assistance,"60,953",60953,MLI,255,4,Sub-Saharan Africa,466,Mali,survey,imf_296_2019_Mali,60953
2018,International Monetary Fund - IMF,Marshall Islands - Statistics Department: Technical Assistance Activities during FY 2019,Marshall Islands,,Lead donor,NA,2.6; 2.2; ,Technical assistance,"34,407",34407,MHL,859,12,Oceania,584,Marshall Islands,survey,imf_297_2019_Marshall Islands,34407
2018,International Monetary Fund - IMF,Mauritania - Statistics Department: Technical Assistance Activities during FY 2019,Mauritania,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"85,830",85830,MRT,256,4,Sub-Saharan Africa,478,Mauritania,survey,imf_298_2019_Mauritania,85830
2018,International Monetary Fund - IMF,Mauritius - Statistics Department: Technical Assistance Activities during FY 2019,Mauritius,,Lead donor,NA,2.6; 2.4.6; 2.2; ,Technical assistance,"94,417",94417,MUS,257,4,Sub-Saharan Africa,480,Mauritius,survey,imf_299_2019_Mauritius,94417
2018,International Monetary Fund - IMF,Moldova - Statistics Department: Technical Assistance Activities during FY 2019,Moldova (Republic of),,Lead donor,NA,2.4.6; 2.2; 2.7; ,Technical assistance,"121,794",121794,MDA,93,103,Eastern Europe,498,Moldova (Republic of),survey,imf_300_2019_Moldova (Republic of),121794
2018,International Monetary Fund - IMF,Mongolia - Statistics Department: Technical Assistance Activities during FY 2019,Mongolia,,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.7; ,Technical assistance,"101,004",101004,MNG,753,9,East Asia,496,Mongolia,survey,imf_301_2019_Mongolia,101004
2018,International Monetary Fund - IMF,Montenegro - Statistics Department: Technical Assistance Activities during FY 2019,Montenegro,,Lead donor,NA,2.5; 2.4.6; 2.2; ,Technical assistance,"88,647",88647,MNE,65,103,Eastern Europe,499,Montenegro,survey,imf_302_2019_Montenegro,88647
2018,International Monetary Fund - IMF,Morocco - Statistics Department: Technical Assistance Activities during FY 2019,Morocco,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"261,231",261231,MAR,136,3,North of Sahara,504,Morocco,survey,imf_303_2019_Morocco,261231
2018,International Monetary Fund - IMF,"Mozambique, Republic Of - Statistics Department: Technical Assistance Activities during FY 2019",Mozambique,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.7; ,Technical assistance,"157,455",157455,MOZ,259,4,Sub-Saharan Africa,508,Mozambique,survey,imf_304_2019_Mozambique,157455
2018,International Monetary Fund - IMF,"Myanmar, Union Of - Statistics Department: Technical Assistance Activities during FY 2019",Myanmar,,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; 2.7; ,Technical assistance,"241,913",241913,MMR,635,18,South East Asia,104,Myanmar,survey,imf_305_2019_Myanmar,241913
2018,International Monetary Fund - IMF,Namibia - Statistics Department: Technical Assistance Activities during FY 2019,Namibia,,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,Technical assistance,"111,759",111759,NAM,275,4,Sub-Saharan Africa,516,Namibia,survey,imf_306_2019_Namibia,111759
2018,International Monetary Fund - IMF,Nauru - Statistics Department: Technical Assistance Activities during FY 2019,Nauru,,Lead donor,NA,2.6; 2.2; 2.4.7; ,Technical assistance,"59,984",59984,NRU,845,12,Oceania,520,Nauru,survey,imf_307_2019_Nauru,59984
2018,International Monetary Fund - IMF,Nepal - Statistics Department: Technical Assistance Activities during FY 2019,Nepal,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"50,803",50803,NPL,660,10,South Asia,524,Nepal,survey,imf_308_2019_Nepal,50803
2018,International Monetary Fund - IMF,New Zealand - Statistics Department: Technical Assistance Activities during FY 2019,New Zealand,,Lead donor,NA,2.4.6; ,Technical assistance,"47,286",47286,NZL,NA,12,Oceania,NA,New Zealand,survey,imf_309_2019_New Zealand,47286
2018,International Monetary Fund - IMF,Nicaragua - Statistics Department: Technical Assistance Activities during FY 2019,Nicaragua,,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"102,956",102956,NIC,364,16,Central America,558,Nicaragua,survey,imf_310_2019_Nicaragua,102956
2018,International Monetary Fund - IMF,Niger - Statistics Department: Technical Assistance Activities during FY 2019,Niger,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,Technical assistance,"65,940",65940,NER,260,4,Sub-Saharan Africa,562,Niger,survey,imf_311_2019_Niger,65940
2018,International Monetary Fund - IMF,Nigeria - Statistics Department: Technical Assistance Activities during FY 2019,Nigeria,,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,Technical assistance,"160,447",160447,NGA,261,4,Sub-Saharan Africa,566,Nigeria,survey,imf_312_2019_Nigeria,160447
2018,International Monetary Fund - IMF,Niue - Statistics Department: Technical Assistance Activities during FY 2019,Niue,,Lead donor,NA,2.2; ,Technical assistance,"15,919",15919,NIU,856,12,Oceania,570,Niue,survey,imf_313_2019_Niue,15919
